,131767
གྱོན་ཀྱོག,1
མ་བྲལ་ན,1
རྨུགས་པ,1
ཁྱི་མགོ,1
ཐ་སྙད་གསར་པར,1
ཞུ་འཕྲིན,1
དམའ་སའི,1
ནུབ་རིར,1
འདི་འདྲ་བར,1
སྐྱོན་ཤེས,1
བཙན་པོ་མགར,1
འཇའ་ཤར,1
མོ་ཤོད,1
ཚོན་རྟགས,1
གཏོས་ཚད,1
ཁེར་འགྲོ་ཁེར་འདུག,1
ངའོ,1
ནིཙམ,1
འགགས་པའམ,1
ཕུབ་སྲོལ,1
ཆ་མ་སྙོམས་པ,1
རབ་ཏུ་ལྡན,1
ཤོར་རམ,1
རྒྱུགས་སྐབས,1
ཛོར་མདོག་ཁ་བ,1
འཕྱི་བས,1
འཇབ་རྒོལ,1
གཅིས,1
གློད་བཀྲོལ,1
ཤྭ་ཚར,1
བྲོམ་ཚ,1
ཚོས་སུ,1
སྐལ་བཟང་རྡོ་རྗེ,1
དཔལ་སྟུག,1
ལྷུན་གྲུབ་པཎྜི,1
ཟའོ,1
བོལ་ལེབ,1
ཚད་ཡོད་ཀུང་སིས,1
འདེང་འཇོག,1
དཔེ་བཟང,1
གུང་བྲན,1
སྙམ་ཆུང,1
གླིང་སེང་ཆེན,1
མཛད་,1
སྨག་པ,1
ཆབ་ཆའི,1
སྟག་འབུམ,1
རྨ་ཆེན་སྦོམ་རའི,1
གྲོག་ལམ,1
ཡོངས་རྗོགས,1
ཆོས་གསུངས་ཡ,1
ཏི་སི,1
ག་ལ་ཆེ་བ,1
བྱ་རུ་ཐོབ་པའི,1
སྲུང་བརྩིར,1
གཡེའི་ལབས,1
དཀྲོག་སྐབས,1
དེས་པ,1
མ་སོས་པ,1
ཁྲུས་གསོལ,1
རིག་པ་རྣོ་ན,1
ཐུབ་བསྟན་རྒྱ་མཚོའི,1
སྟེར་ས,1
སྣོན་ཤུགས,1
ཚ་ལའི,1
བླུག་པ་ན,1
སྡེར་མའི,1
བཙོ་ཆོག,1
ལྷོ་བྲག་རྫོང,1
གཡང་འབོད་གཡང་ལེན,1
ཞོལ་པར་ཁང,1
རྫོགས་ལ,1
མི་གཡོ་སྒྱུ་ཅན,1
དམར་ཆག,1
སྐད་མང་ཤོས,1
འགེལ་སྲོལ,1
ཆེས་ཐོག་མར,1
ཁམས་ར,1
རྡོ་གཡམ,1
འཆལ་མ་འཆོལ,1
མེ་ཟན,1
ཤུར་སེ,1
མི་འགོག,1
གཉིད་བརྫུ,1
དཔར་བརྐོས,1
ནའེ་ཏ,1
བརྙས་བརྐོ་ཡ,1
རོགས་པ་རྒྱག་ཡ,1
གྲིབ་མ་བཞིན,1
བདེ་ཆེན་སྙིང་པོས,1
ཅང་མེད་པ,1
སྤྲེལ་རྫོང་དགོན་པའི,1
ཉེ་ཤོས,1
བཅོས་པས,1
སོ་སོ་སྐྱེ་བོའི,1
གཞོན་ནུ་དོན་འགྲུབ,1
ཉི་ཤུར,1
ཧྲི་མི་འན་རྫོང,1
འོས་པས,1
སྤྱི་བཏང་བ,1
འཁོར་བ་འཇིག་རྟེན,1
ལུས་པོའོ,1
ལྟོང་གི,1
ལིའོ་མཱ་ཡོའོ,1
ཡོད་ངས,1
བཞག་མེད,1
ལོ་བའི,1
འུའི་དུམ་བརྟན,1
དྲུབ་ལུགས,1
ཐི་པ་ཕོ,1
བཏོན་ནས,1
སོ།།དང་པོ,1
ལོ་ཚིག,1
བྲོ་ངོམ,1
བཀྲ་མི་ལེགས་པར,1
རིན་ཆེན་རྡོ་རྗེ,1
ཡོད་པ་བྱས,1
ཅི་བསྒྲུབ,1
བསྡད་ལོང་སེ,1
བཏིབས་པ,1
ཨ་སྐྱིད,1
ལྡང་བཞིན,1
འཕྲིན་ལས་རྒྱ་མཚོའི,1
ཟེར་བྱས,1
ཐར་ཆེན,1
འི་བུ་ག,1
ཁམས་པའི་སྐད,1
མི་ཟེར་བ་དེ,1
མ་སོང་བའི,1
ཐིབས་སེ,1
སྲུང་བྱེད,1
བསལ་འདེམས,1
འཇོག་རོགས,1
ཁ་འཁྱེར་མཁན,1
དེ་དགོངས་གཞི་ཅན,1
ལམ་ཆུང,1
ང་བདུན,1
ངུད་མོ,1
དབལ་ཚ་བའི,1
དལ་བུས,1
ཁྱད་དུ་འཕགས་པར,1
ཚོད་བཟུང,1
ཧོབ་དེ་མེད་ལ,1
ཕྱུ་ར,1
རེ་གཉིས་ཤིག,1
རག་དུང,1
ནོར་བུ་རིན་སྤུངས,1
ཡོང་པར,1
རྩེ་འདབས,1
རྟ་རུས,1
ཧྲུའུ་ཅིས,1
བཟོ་སྐབས,1
སུམ་ཅུ་རྩ་གཉིས,1
རོལ་པའི་རྡོ་རྗེའི,1
སྒྲིག་འཁྲབ་པ,1
དྲོད་མ་ཡལ,1
རོ་ཁ་བ,1
གར་བར,1
ཨེ་ཙིའི་ནད,1
མཐོང་མི་ཐུབ,1
བསང་བསྔོ,1
ཏང་ཤང,1
འི་སྐད,1
མིག་སྲུབས,1
ཚད་རན་པ,1
ཟུང་དུ་འབྲེལ,1
ཨོ་ཅུད་དག,1
ནད་བསྟུན,1
མ་འཚམས་པའི,1
སྤུ་ཙམ་ཡང་མེད,1
ཁ་འབུས,1
ཀ་ལ་དེ་ཝ,1
འདུལ་བའི་སྡེ་སྣོད,1
སྲོལ་ལམ,1
ཅི་བྱ་གཏོལ་བྲལ,1
བསྐྱལ་ཡ་ད,1
བླང་བ,1
མཱེ་རི་ཀྲོམ,1
ཤོང་ས,1
རྫོགས་པས,1
རྩེ་ལ,1
བལྟ་སྐྱོང,1
དགྲམ་རྒྱུ,1
ཕ་ཟས,1
བསྲེགས་ན,1
ཇི་རྟོག,1
བྱམས་པ་ཕུན་ཚོགས,1
སླ་བོར,1
བཅོས་མ་མ་ཡིན་པ,1
མི་དགྱེས་བ,1
གནའ་རབས་དཔེ་ཚོགས,1
སྔོག་སྤེལ,1
གྲང་རྐྱང,1
ཉེན་ཀོར,1
མཚམས་མཚས་ལ,1
ལྟོང་ཟེར,1
འདི་་ལ,1
དགུན་ཆས,1
གདུག་སྤོས,1
ཐུམས,1
རྩྭི་ཤིང,1
སྐུ་རྒྱུའི,1
མནག་པོ,1
འདབ་ལྡན,1
སྣོལ,1
ཟངས་འཁར,1
བསམ་གྲུབ་ཚེ་རིང,1
མཐོར་གཏོང,1
འཕྲོད་བསྟེན་ཐིང,1
ཉན་ནས,1
ཇ་འཚོང་མཁན,1
སྐྱོང་པའི,1
ཕྱག་བཏབ་པས,1
རིན་ཆེན་མ,1
འཚོལ་ཆེད,1
རྐང་སྐྱངས་ལག་སྐྱངས,1
འགན་བླངས,1
རུབ་ཁབ,1
ཐོས་སྐབས,1
རྒས་གཅོང,1
ཆགས་རྒྱུའི,1
སྤྱོད་གཙང,1
གློག་སྤྱོད,1
བརླག་འཇོག་པ,1
དོན་ཚད,1
བརྒྱུད་འཛིན,1
ཕྱི་ཡ,1
ཟངས་མ,1
བསྐྱར་མངོན,1
བཀའ་བབས་པས,1
ཁང་ཤག,1
རྡོ་བའི,1
གོང་བསྒྲིགས་པ,1
རི་བོ་ཅན,1
འགྲན་མགོ,1
བསིགས,1
གསུམ་བློན,1
ས་འཛེགས་པ,1
རིན་ཅན་མེན,1
ཉིན་གཉིས་པར,1
རྩོལ་བར,1
ལས་གྲྭས,1
དགོངས་འཇགས,1
བཏང་ད,1
རྫོབ་པར,1
བེེཌུ་ཡ,1
ཡང་དང་ཡང་དུ,1
བྲེགས་པའི,1
ཆོག་ཚུལ,1
འཇོན་མདོག་ཁ་པོ,1
མཛོ་རོག་བཟའི,1
ནག་སུབ,1
མིང་གཉིས,1
དེབ་དམར,1
ཁོག་ཚེ,1
བཀྲུག,1
མཉམ་སྐྱེལ,1
ཡ་རབས་སྤྱོད་བཟང,1
སྐྱུར་བོ,1
སྙིང་རྗེ་ཆེ་བ,1
དུར་ཆོག,1
ནལེནྡྲའི,1
ལོ་ཡི,1
གཞི་ཆ,1
ཡང་ཧྲའོ,1
བསླུས་པས,1
ཐག་ཆོད་བཞིན,1
བསྟན་པ་ལགས,1
གསར་གཏོད་ཅན,1
ཉག་ལ་ཡུལ,1
བལྟབས,1
འདོད་པའོ,1
དྲུང་བློན་ཚོ,1
སྐུར་འདེབས,1
སྣ་འཛོམས་ཚིག་མཛོད,1
བསྐོར་སྲོལ,1
ཡོངས་གླིང,1
ཁམ་ཚིག,1
སྐྲ་སུ་ལུ,1
མི་རབས་གསར་པའི,1
འོ་ཞོ་མར་གསུམ,1
ཆགས་སྤྱོད,1
མ་འདོར་བ,1
དྭངས་མར,1
བྱིན་བྱིན,1
ས་སྲིབ,1
རྒྱུན་བསྲིངས་པའི,1
འཕྲོད་བསྟེན་མི་སྣ,1
གཅར་བ,1
འགོད་ཡུལ,1
ཁྱུང་རྩེ,1
གོས་རྙིང,1
ཐོགས་གོ,1
ཅི་དྲན,1
མིག་མཐོང་ལག,1
འཕོག་རྐྱེན,1
ལུས་བཟོའི,1
གླུ་གར་གཞས་གསུམ,1
དགྲ་འབྲེལ,1
བསྡད་མིན,1
སྙིང་བརྗེ,1
ཡང་མ་དག་པ,1
ཁ་བསྣོན,1
དབྱང་ཀྲའོ་ཧྭ,1
སྦྱངས་ས,1
ཕ་ན,1
བཞེད་བློ,1
ངོས་མཉམ,1
སྔ་ཐག,1
མ་ཏི་རརྣ,1
ཕག་མོའི,1
སྨན་ལྷག,1
སྤྲེའུའི་རིག་གནས,1
ཚོགས་ཐུབ་པའི,1
བཙན་གཡེམ,1
མི་གོན,1
འཕུར་དུས,1
གང་ལྟར་ན,1
ཕྲེང་མོ,1
སཱ་སྦོའོ,1
ཁང་ཆེན་པོ,1
རྩེ་གླུ,1
སོ་ལྟ་ས་སྲུང,1
ཆོད་པ་ན,1
ཉེན་ཁའང,1
ཁས་འཆེས,1
བརྡར་བཞིན,1
བསོན་ནམས་སྟོབས་རྒྱལ,1
ཐང་ལི,1
བཞེད་མཚམས,1
ཡོད་མ་རེད་ར,1
ཕོགས་སྣོན,1
ཆོན,1
མ་གདུང,1
སྨོན་ཐག་ཆོད,1
བདེན་རྟགས,1
སྐེམ,1
ཀུན་པོར,1
དཔྱིད་ཟླ,1
བཀའ་ཐང་ཟང་གླིང,1
ཟ་ཐ,1
སྩལ་པ,1
སྟོབས་སྣོན,1
ཆུ་ཕག་ལོར,1
གང་ཡིན་པའི,1
ཟིང་འཁྲུག,1
དུར་སེ,1
དངོས་པོ་བདག,1
གཟུགས་ཐུང,1
འབྲུག་བཞིན,1
ས་ཕག་རིན་གཙང,1
འཇིབས་པ,1
ཐུགས་དགྱེས་པ,1
གཡང་མོ,1
དུས་ཆེན་སྐོར,1
ཧྥི་ལི་ཕིན,1
ཕར་ཆིན,1
ཁྲ་ལྷེམ་མེ,1
མུན་ཧྥན་ཧྭ,1
ཤིང་རྟ་འདྲེན་པ,1
ཀྲུང་ཧྥ,1
འཐུ་རྒྱུ,1
ཤཀྱ་ཐུབ་པས,1
གཏང་པ,1
འཚོགས་གནས,1
རྣམ་པར་དག་པའི,1
སེར་གསུམ,1
སུ་ཀ་སི་དྷི,1
འཇོན་ལྡན,1
མིརིགས,1
ངག་བཀྱལ,1
ཉིས་སྒོ་མ,1
གོ་ཚད,1
གབ་རེ,1
ལྷ་བཙན་པོ,1
ས་འདམ,1
ནཱ་རོ་ཆོས་དྲུག,1
ཁྱི་མོའི་རྫོང,1
ཟླ་པ,1
བླ་མ་ཚོ,1
ར་བསམ་བློ,1
བྱ་དགོས་པའི,1
ཚེ་ཕྱེ་མ,1
བསྐོར་རྒྱུ,1
མགུར་གླུའི,1
མི་སྟོན་པར,1
མི་སློབ་པའི,1
ཐོན་ཨུས,1
བཀྱེ་བའི,1
སེམས་རྩེ་གཅིག,1
གནང་ཡུལ,1
བཀྱག་གས,1
འབྲོང་ཆེན,1
མིི་རིགས,1
ཀྲང་ཅིའུ་ལིང,1
ལྟ་ཞིབ་པུའུ,1
སྡུག་སྤོའི,1
འགྲོལ,1
གལ་ཆེ་ན,1
ཡར་དགོན,1
ཏ་ཛིག་སི་ཐན,1
ཁྱིམ་གསུམ,1
སྤོབས་པ་ཅན,1
སྔོ་བསངས་མ,1
རྒྱལ་ཆེན,1
འགབ་ཚུལ,1
ཆུབ,1
བེ་ལོ,1
ལྕགས་བཟོའི,1
རེག་བྱའི,1
ཐེན་ཅིན,1
ཧ་གོ་ནས,1
སྐྱ་ལྷོག་ལྷོག,1
ནས་ཆུ་ཚད,1
བསྐྱར་འདེབས,1
སྒྲུབ་པའང,1
དེ་བྱེད་དུས,1
ད་དུས་ཚོད,1
ལུགས་མེད,1
ཤེས་རབ་སྡོང་བུ,1
པདྨ་ཐེལ་ཙེ,1
ལྟ་གས,1
མ་བྱུང་དུས,1
ཡོང་ཉེན,1
རྣང་ཁུག,1
གབ་སྦེད,1
རྔོད་བཏག,1
ཉམས་ཅན,1
ཉེན་རྟོག་པའི,1
ལྟས་མཚན་བཟང་པོ,1
མི་རེ་ལ,1
མི་མཚར,1
དེ་མ་གཏོགས་པ,1
རྒྱོགས་མདེལ,1
ཕན་མ་ཐོགས་པ,1
འཕག་འཚགས,1
ལེན་དོན,1
དབྱུ་གུ,1
ས་དམར་ཁུལ,1
རྩིག་མ,1
ཟས་ཙམ,1
དབང་དུ་བྱེད་པ,1
སྤྲུལ་སྐུ་རྫུན་མ,1
ནོ་ཝེ་རྩོམ་རིག,1
ཤ་ཟ་མ་ཡིན་པ,1
འོས་གཞིའི,1
ལྡང་ཞོར,1
ནེ་རོ,1
ཤིང་སྤྲེལ་ལོར,1
མི་སྤྲོ,1
འདས་ཚར,1
ཅི་བགྱིད,1
འབྲོ་བཟའ་ལྷ་རྒྱལ,1
ཡོད་ལགས,1
དབྱེ་དབྱེད,1
བླུགས་ད,1
རེ་ཟད,1
མཚན་ཉིད་པའམ,1
མ་སྲུང་བས,1
མ་གཟིགས,1
ཉེར་གཉིས་པར,1
ནིའི,1
ཕྱུག་བདག་ཚང,1
སྐྱེ་ཆེན,1
བྷོ་ཏི་ཙིའི,1
ཡལ་འདབས,1
མི་འཁྲུལ,1
མ་རྟོགས་པར,1
དབང་པོ་སྣ་ལྔ,1
ཚ་རུའི་ལེབ་ཞྭ,1
ཝུའུ་ཙི་ཐེན,1
བྲིས་རྩོམ,1
སྡེ་ཤོག,1
འཆོས་སྒྱུར,1
སྙེམས་པའི,1
མི་རྩི་བའི,1
ར་མདའ་བ,1
དད་གཏོང,1
སྐམ་སར,1
ཤིང་ཆའི,1
གནས་སྐོར་བའི,1
བཀྲས་ལྷུན་དགོན,1
ཐོབ་སྐལ,1
གཞོན་པ།སི་ཁྲོན་ཞིང་ཆེན,1
ཛི་ན་མི་དྲ,1
བསྐུ,1
བཟོ་ཆོ་ནས,1
འགལ་བའོ,1
ལྕང་ར,1
སྐྱེ་བོར,1
དེབ་ཚད,1
རྩ་ལྗང,1
གནང་གིན,1
ལྷ་འགྲོན,1
གཏོར་བྱེད,1
བཞུགས་རྒྱུར,1
ས་བཙན་གནོན,1
བསམ་གཏན་དཔལ,1
ཏུའུ་ཀྲན,1
རྒྱུགས་ཞུགས,1
མཁའ་སྐྱོད,1
རང་གསལ,1
སྒམ་ནན་ངང,1
ཨོ་སོ་ལོ་རུ,1
དྲ་གོར་ཅན,1
ཆུས་ཞེས་ཏུང,1
རྡུང་ཚུལ,1
བརྒྱུགས་པ་ན,1
མཇལ་བསྐོར་བའི,1
བླངས་མེད་དུས,1
ལྷ་ཡུལ་ཤང,1
ཡོད་པོའི,1
གཞུགས་ཡོད་མེད,1
སློབས་པར,1
ཁང་པས,1
བཀའ་དྲིན་ཆེ་ལེ,1
གོས་སྒྲོམ,1
ཝང་ཁའེ,1
འདྲེས་སྲན,1
གནས་ཁྲིད,1
བློ་བཟང་གྲགས,1
བསྐོལ་བས,1
འཛིན་བཏགས་ཀྱོག,1
སྔོ་སྐྱ,1
ཚོགས་བར,1
ཙེ་ཐང་ལ,1
བྱང་སྒོའི,1
གལ་མེད་པ,1
བེ་རི་རྒྱལ་པོའི,1
བཀོད་མངགས,1
བེེ་དཀར་གཡའ་སེལ,1
བསམ་གཏན་རྒྱ་མཚན,1
གནས་སྤོའི,1
རུང་པ,1
ཐོ་འཇུག,1
དཀར་དཀྱིལ,1
གཡོས་པོ,1
གོར་ཁའི,1
དབྱངས་གསལ་སོ་བཞིའི,1
མདའ་སྒྱོགས་གཟིངས་གསུམ,1
གཡས་ན,1
ཁ་བྲལ་ཡ,1
བྱཱ་ཀ་ར,1
ལྟ་སྐུལ་པ,1
ཨ་ཧྥུ་ཧན,1
གླེང་གཞི་ཅན,1
རེབ་གོང་རྫོང,1
བསྒོམས་པས,1
གཞན་ཚུལ,1
འཛིན་རོགས,1
མུ་བཞི,1
དམངས་ཁྲིམས,1
ཏག་སེ,1
གང་ཐོབ,1
དཔའ་མཛངས་རྟུལ་ཕོད,1
རྙིང་རྒྱུད,1
མཐའ་བ,1
བསམ་བློ་བའམ,1
ཞབས་འཛུགས,1
རྫ་སྤང,1
སླུངས་མོ་འབུམ་ལྕམ,1
གཤོག་རྡེབ,1
དད་པར,1
ཧིན་རྡུའི་སྐད,1
ཤུགས་དྲག་པོས,1
ནུབ་རིའི,1
འཕྲིན་འབྲེལ་གསར་འགྱུར,1
ར་མགྱོགས་པ,1
ཁག་རྐྱེན,1
སྡེབ་སྒྲིལ,1
ཡོད་པ་ཐལ,1
ཙིག་ཁུང,1
ཉམས་ཞོག,1
མྱོང་རྒྱུས་ཅན,1
དཔུང་སྡེས,1
བདེ་ཞིང་སྐྱིད་པ,1
ཕྲ་ཁུང,1
བྱོལ་བ,1
ཚིག་ཐག་ཆོད་པོས,1
ནིའུ་ཡོག,1
མཚེར་སྒྲ,1
དང་ཁ་གྱེས,1
གུང་བློན,1
མཉམ་སྐྱེའི,1
གོ་པལ་པུར,1
འབུ་སྐད,1
མི་བཟང་བའི,1
ལྟ་མཁན་པའི,1
ཏོ་,1
ཕོ་རོག་ཚོ,1
དཀར་ཟལ,1
དཔོན་མི་དྲག,1
སྦྱར་ན,1
ཁམས་བྱང,1
མཚར་མདོག,1
ལྷ་ཕྱག,1
མི་བསད་རྟ་བསྒྱེལ,1
བརྒྱུད་བསྐུར,1
བརྡར་ཐབས,1
གཏོན,1
ཡེ་ཁྲི་ལམ་བཟླ,1
ཡེ་རེ,1
གྲུབ་སྟོན,1
པྲ་ཕབ་པ,1
སྡེ་འབངས,1
བསླབ་སོང་ང,1
གཏད་རབས་བདུན,1
དངོས་འབུལ,1
གར་མོའི,1
མ་བཞར་བ,1
ཟ་ཡས,1
འཆད་ཡ,1
དང་རུས་སྦལ,1
དྲོད་ཕོག,1
ཚེམ་ཁང,1
ཅལ་,1
འཁྱམ་སློང,1
ཆུ་ད,1
གླེང་མེད་པའི,1
དང་བདེ་སྲུང,1
འཛུགས་ན,1
ཐོགས་ཐོགས,1
བཀས་བཅད་པའི,1
ཐོགས་སྟངས,1
ཁད་པ,1
ཧྲུལ,1
བརྒྱབ་ཁུལ,1
ཞབས་གོར,1
བདེ་མྱུར་ངང,1
ཟབ་བརླིང་ལྡན,1
ཚད་མེད་པར,1
བྱང་ཆུབ་རྡོ་རྗེ,1
མ་རེ,1
རྟེན་བྱེད་པ,1
རགས་བཀོད,1
སྐྱུར་ཚགས,1
དར་རྒྱས་ལ,1
བཞད་པས,1
བསེ་བསྡུས་གྲྭ,1
ཉན་འདོད་པ,1
གཞུང་སྒྲུབ,1
ཞིག་གི,1
ཟློས་བ,1
ཏྭ་པིང,1
ལྷམ་མེར་འཆར,1
སྦྱིན་ཤོག,1
ཧང་སངས་བ,1
མ་འཁྱམ་པ,1
གཟའ་ནད,1
དཔེ་ལས་སླ་པོ,1
ཆང་ཕབ,1
གནས་མཇལ་བ,1
འདྲེས་ན,1
བཤེགས,1
མིག་ལྟ,1
རྣམ་ཐར་རང,1
ནག་ཡུག་ཡུག,1
གོལ་རྩལ,1
དྲི་རོ,1
རྗེས་པོ,1
གཞས་གཏོང་བ,1
ལག་ཤེས་བཟོ་པ,1
སྐུལ་སྒུལ,1
ཕྱེད་པར,1
བཤད་རྗེས,1
ཤ་འདྲ,1
རྟ་མགྲིན་སྒྲོལ་མ,1
རིང་འགྲན,1
ཕྱི་གྲས,1
དབུལ་བར,1
འཛམ་གླིང་གེ་སར་རྒྱལ་པོ,1
རྒྱུགས་གཞི,1
དབྱངས་གཅིག,1
ཁ་བཀྲམ,1
ཐུགས་ལས,1
གཞི་རྒྱུ་ལྡན་པ,1
སུམ་ཅུ་ཙམ,1
ཟས་ཚོན་མ,1
ཟས་གོས་སྡོད་གསུམ,1
གཡས་ཐོག,1
བཟོ་ལ,1
ཆད་སོང་བ,1
བག་ཆགས་པ,1
གནམ་རྩིས་རིག་པ,1
ཆ་ལའང,1
གཅིག་པོས,1
ཉན་ཐོས་ཐེག་པ,1
དགོན་གཞིས,1
ཆོས་བླ,1
ཁུ་སིམ་བུ,1
གླུ་གར་གླིང,1
ཁམས་གསེང,1
འགྲེམས་རར,1
ཅིང་ལི,1
གསོམ་མདའ,1
བགྲང་ཡས་པའི,1
ཨེ་ཝམ,1
སྐུ་གཟུགས་གསལ་ཐང,1
ཚོས་ན,1
ཀྲིག,1
གཤགས་བཅོས་ཁང,1
ཆུ་སྟོད,1
མཐུ་ལས,1
དྲུག་ཅུ་ཅན,1
མཆོང་སྐྱོད,1
མྱོང་ཉན,1
འགོས་བའི,1
ཕེབས་རྐྱང,1
ར་བསགས,1
སྨན་གསར,1
ཆེ་ནའ,1
བསྐྱབས་གནས,1
གྲི་གུག,1
ཚེ་རིང་དབྱངས་ཅན,1
རྒྱ་སྤོས,1
བྲོས་ས,1
ལྷུན་འགྲུབ་བརྩོན་འགྲུས,1
བདག་མེད་པའོ,1
བཀྲོལ་བར,1
བརྒལ་ཡ,1
སྒང་ཆུ,1
བྱེད་ཀི,1
འི་མཐོངས,1
སེར་མིན,1
སྤུས་ཀ་ཅན,1
ལྷོ་ཕྱོགས་ད,1
བླུག་མཁན,1
དིལ་མགོ་ཚང,1
འགྱངས་པ,1
ཁ་མི་གྲགས་པར,1
བཏག་ཡ,1
འཕུལ་རྟེན,1
སླེབས་སྟབས,1
རྗེས་རབས་པའི,1
འོ་གཡག,1
ཐོགས་དང,1
འགྲོ་ས་མ་རེད,1
ལ་མ་ཕྱིན་པར,1
དོ་ཧ,1
ཆུ་ནུབ་གྲོང་རྡལ,1
རྩེ་ན་ཏག་ཏག,1
མི་འབུལ་བར,1
སྦྱོང་ཚུལ,1
གྲ་རྒྱས་ཤོས,1
སྐད་གཏོང,1
ཁྲི་སྲུང་ལྡེ་བཙན,1
མུ་ཅོར,1
མོན་པ་བ,1
ངང་པ་ཚོ,1
ཡོང་བབ,1
མདོ་སྨད་ས་ཁུལ,1
ཁས་འབྱིན་པ,1
ཐིག་རྩ,1
བརྒྱད་ཟིལ,1
ཁ་ཤྭ,1
རྒྱས་དྲག,1
དཀོར་ཁང,1
འགྱེད་འཕྲོའི,1
སྤྲེའུ་རྒན,1
རྒྱལ་བ་ཡབ་སྲས,1
སྤུ་ཉག,1
པདྨོ,1
ཟོང་སྐྱེལ,1
བཏོན་རྒྱུ,1
གསལ་ཆ་མེད་པའི,1
འབྲིང་ཐ་གསུམ,1
རྒྱན་ཤོག,1
གངས་འཁྱགས,1
རྩོམ་ལྷན,1
དྲུང་སྤྱིའི,1
མི་ཡང་ང,1
ཡིད་སྤྲོ་བ,1
ལས་དགེ་བའི,1
མོས་བཀུར,1
བྱོན་ན,1
ལག་རྩལ་སྤོ་ལོའི,1
སྣ་དཀར་རྩེར,1
བཟང་སྤྱོད་སྨོན་ལམ,1
འཁྲབ་སྟོན་གསར་འགྱུར,1
མ་དྲགས,1
རྒྱ་ཆེན་པོའམ,1
ཆོས་བརྒྱད,1
བློ་བདེ་བ,1
དགའ་ལྡན་ཕུན་ཚོགས་གླིང,1
འབབ་འང།,1
མིག་ཆུ་ཁྲོམ་ཁྲོམ,1
ལྷོ་བྲག་མར་པ,1
རྫིག་དྲགས་པ,1
རྫས་ཞོ,1
བྱ་རིན,1
མ་བྱུག་པ,1
རྒྱུ་མ་ཕུ་འདེད,1
བཅིང་རྒྱུ,1
བསམ་བསྟན་རྒྱ་མཚོ,1
ཧ་ཧ་ཧེ་ཧེ,1
ཕག་མཁར,1
དཔྱིད་ཆོས་ཆེན་མོ,1
ནུས་པ་ལྡན,1
བགྲང་ལས་འདས་པ,1
དེ་པ,1
ཏཱ་ལའི་བླ་མར,1
པེ་ཅིན་སློབ་ཆེན,1
སྒྲོལ་ཚུལ,1
བྲད་བརྡར,1
ཆ་མཚུངས,1
རྩི་བ་པོའི,1
སྨོན་ལམ་མཐར,1
གསེར་སྒྲོན,1
སྙོལ་ཡུན,1
སྟོན་རོགས,1
མཛོད་མོ་ཧས,1
ཨོ་རྒྱན་པདྨའི,1
བློ་བཟང་སྦྱིན་པའི,1
ནང་ཆེན་པའི,1
འཇོན་མཁན,1
སྙམ་བསྡད,1
ཉྭ་གཟུགས,1
དཀོན་མཆོག་ནོར་བུ,1
ཟམ་གདོང་རིན་པོ་ཆེ,1
དཔེ་བསག་འདུག,1
བདག་སྐྱེས,1
མི་རྒྱགས,1
བརྙན་ཆས,1
ཤན་པ་ཚོ་ར,1
པ་དང,1
དྲི་རྟགས,1
ཐང་ག་གསར་པའི,1
གཟི་བརྗིད་ཆེ་བ,1
འབེབས་པའི,1
ཚྭ་ཅན,1
དེ་བཞིན་གཤེཊ་པ,1
ཕིང་ཕའེ,1
དགག་བྱའི,1
མི་སེར་དཀྱུས་མའི,1
ལས་སླ་བོའི,1
ཐུག་ཚར,1
རྟ་ཟོག,1
རོང་ཁྱིམ,1
ཡིི,1
ཐུབ་མ་ཐུབ,1
གོང་བར,1
སློབ་ཆེན་ཁག,1
འི་མགོ,1
སྤྲས་པས,1
ཀེན་ཧན་ཀན,1
ཡའི,1
སྲིད་འབྲས,1
ཉུང་བའམ,1
དངུལ་མེད་ད,1
གཤིས་དྲང,1
སྙིགས་མ་ལྔ,1
མར་བཟོས,1
ཤར་ལྷོ་ནུབ་གསུམ,1
ཆོས་ཕྲུག,1
དབྱིག་ལྡན,1
ཨ་ན་མ་ན,1
ཞི་མི་འཇོན་ཐང་ཅན,1
བགྱིད་མཁན,1
འགྲེ་ལོག,1
སྒེར་འཐུས,1
མེད་བསམ,1
ལས་སྐབས,1
ཡོན་ཡང་རྫོང,1
དང་ཁ་སྤུ,1
ཟླ་བ་ཡར་ངོ,1
ཞེད་ཀྱི་མེད,1
དེང་ཕན་ཆད,1
ཟླ་རྐང,1
སྐྱེ་བོ་གསོ་ཐིགས,1
གསར་པའང,1
རྨུག་པ,1
ཡིག་ངག,1
ནགས་གཅོད,1
སད་མཁན,1
དོར་ཁ,1
ཀུན་སྤྱོད་དག,1
དམག་རྒྱག་མཁན,1
འབྲིང་ཙམ,1
འུ་རང,1
འགྲིག་བ,1
ད་ར་ཁ་ཆེ,1
ཚོམ,1
རརུ,1
སྦྱར་དཀར,1
ས་ཤུན,1
སྐྱར་བཞེངས,1
ཆག་རེ་འཇོག,1
མཉེས་པ,1
སྤྲོ་བ་མེད,1
ས་པའི,1
བྲུད,1
རྨས་ཕོག,1
ཡར་བཀུག,1
འབུལ་རྒྱུའི,1
ཉིས་འབྲེལ,1
བདེན་སྟོབས,1
ཤཀྱཱ,1
ཇེ་ཟབ་ཇེ་བརྟན,1
ཚུའུ་ཧུའུ,1
དངོས་ལུགས་རིག་པ,1
གལ་བཞིན,1
བཤལ་བའི,1
བསྲེ་བསྲེ,1
རྫ་ཁྲ་ཡག,1
